"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Dra. Ana Lúcia Nono Alvares","5","92","R. Mussumés, 633","São Paulo","São Paulo","BR","https://www.instagram.com/nonno.odontologia/","+55 11 97182-0189","Dentista","Clínica odontológica","Centro de cuidados com dentaduras","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra","Periodontista",,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Ana%20L%C3%BAcia%20Nono%20Alvares&query_place_id=ChIJEa4OADRfzpQRudqB7UbcDb8","Dentista"
"Amitti Odontologia Humanizada","4.9","342","R. Irmã Carolina, 274","São Paulo","São Paulo","BR","https://gabrielaestevesodonto.com/","+55 11 2506-4501","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amitti%20Odontologia%20Humanizada&query_place_id=ChIJf_HcGfpezpQR0En_ZY3m-YQ","Dentista"
"Smile Life Odontologia Ltda","5","23","R. Rincão, 61","São Paulo","São Paulo","BR",,"+55 11 99723-7282","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Smile%20Life%20Odontologia%20Ltda&query_place_id=ChIJZ8v2hOdfzpQR9fC87MVSi6s","Dentista"
"Takano Odontologia Integrada","4.8","1269","Av. Carlos Oberhuber, 551","São Paulo","São Paulo","BR","https://www.takanoodontologia.com.br/","+55 11 5973-8988","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Takano%20Odontologia%20Integrada&query_place_id=ChIJ0V8rCOFOzpQROTQyKMSV8uQ","Dentista"
"Odontoledo - Excelência em Odontologia - Unidade IV Cidade Dutra","4.8","186","Av. Sen. Teotônio Vilela, 639","São Paulo","São Paulo","BR","http://odontoledo.com/","+55 11 4107-7737","Cirurgião dentista","Clínica odontológica","Dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontoledo%20-%20Excel%C3%AAncia%20em%20Odontologia%20-%20Unidade%20IV%20Cidade%20Dutra&query_place_id=ChIJ0SiVLclPzpQR2rVh-uddPt4","Cirurgião dentista"
"Espaço A Odontologia","4.9","473","Av. Sen. Teotônio Vilela, 2926","São Paulo","São Paulo","BR","http://www.espacoaodontologia.com.br/","+55 11 97018-4406","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Radiologia odontológica","Cirurgião dentista",,,,,"https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20A%20Odontologia&query_place_id=ChIJsx4_JQZPzpQRdUpYsL27Exw","Dentista"
"MP Odontologia & Saúde","4.9","278","Estr. do Alvarenga, 2934","São Paulo","São Paulo","BR","https://lp.mpodontologiaesaude.com.br/","+55 11 99107-2782","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MP%20Odontologia%20%26%20Sa%C3%BAde&query_place_id=ChIJDchjZgxFzpQRlHILhdoRwYU","Clínica odontológica"
"MJ Odontologia | Implante Dentário | Periodontia | Tratamento de canal | Prótese dentária","4.9","89","R. das Pérolas, 101","São Paulo","São Paulo","BR","https://mjodontologia.com.br/","+55 11 96295-2456","Dentista","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=MJ%20Odontologia%20%7C%20Implante%20Dent%C3%A1rio%20%7C%20Periodontia%20%7C%20Tratamento%20de%20canal%20%7C%20Pr%C3%B3tese%20dent%C3%A1ria&query_place_id=ChIJvdbv_xZJzpQROlnmgL_ifeI","Dentista"
"Clínica Andrade Odontologia","4.9","98","R. Bartolomeu Rampini, 34 - sala 01","São Paulo","São Paulo","BR",,"+55 11 97585-1354","Clínica odontológica","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Andrade%20Odontologia&query_place_id=ChIJj1r9ii5JzpQRaS2ZfnjBAfs","Clínica odontológica"
"São José Odontologia Integrada","4.8","117","Av. Carlos Oberhuber, 504","São Paulo","São Paulo","BR","https://www.instagram.com/saojoseodontologia?igsh=MTM5a3U1MzR3aHFmcQ%3D%3D&utm_source=qr","+55 11 2339-8587","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=S%C3%A3o%20Jos%C3%A9%20Odontologia%20Integrada&query_place_id=ChIJuTrm8eFOzpQR9zXHqpBW-RA","Cirurgião dentista"
"Ono Odontologia | Dentista Cidade Dutra | Lente de contato | Implante | Invisalign | Prótese | Tratamento de canal","5","114","R. Guaruva, 291","São Paulo","São Paulo","BR","http://onoodontologia.com.br/","+55 11 5666-3412","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ono%20Odontologia%20%7C%20Dentista%20Cidade%20Dutra%20%7C%20Lente%20de%20contato%20%7C%20Implante%20%7C%20Invisalign%20%7C%20Pr%C3%B3tese%20%7C%20Tratamento%20de%20canal&query_place_id=ChIJp6DcvrBPzpQRPfKOXfOxG7Q","Clínica odontológica"
"Cidade Dutra Odontologia e Estética","4.9","73","R. Cambuci do Vale, 81","São Paulo","São Paulo","BR","https://dutraodontologia.com.br/","+55 11 5668-8660","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cidade%20Dutra%20Odontologia%20e%20Est%C3%A9tica&query_place_id=ChIJ46jTGB9PzpQRhcHZ8DV01-g","Clínica odontológica"
"AS Odontologia","5","245","Av. Dona Belmira Marin, 739","São Paulo","São Paulo","BR",,"+55 11 98216-6308","Clínica odontológica","Dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AS%20Odontologia&query_place_id=ChIJLUf-RhRPzpQRh-MhX5E2guo","Clínica odontológica"
"Adonis Odontologia","4.9","38","R. Jequirituba, 2189","São Paulo","São Paulo","BR","https://www.instagram.com/adonisodontologia/","+55 11 94082-5445","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Adonis%20Odontologia&query_place_id=ChIJEzKsm0FPzpQRgCHTX5Xe4jM","Dentista"
"Bucal Saude Odontologia","5","138","Av. Nossa Sra. do Sabará, 3760 - 06","São Paulo","São Paulo","BR",,"+55 11 96255-1170","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bucal%20Saude%20Odontologia&query_place_id=ChIJ7yLVM39PzpQRyWEfhltixiU","Dentista"
"+Sorriso Odontologia Cidade Dutra","4.6","41","Av. Sen. Teotônio Vilela, n° 1477","São Paulo","São Paulo","BR","https://clinica.maissorriso.odo.br/","+55 11 93710-2632","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%2BSorriso%20Odontologia%20Cidade%20Dutra&query_place_id=ChIJIyfFENlPzpQRNkXmvWf3YUA","Clínica odontológica"
"Dra. Lidiane e Dr. Gabriel. Cazula Odontologia DESDE 2012. Unid: 1. Dentista Botox Invisalign Implante Aparelho","5","276","Av. Antonio Carlos Benjamin dos Santos, 3075 - 1° Andar","São Paulo","São Paulo","BR","https://www.cazulaodontologia.com.br/","+55 11 5526-9442","Dentista","Clínica odontológica","Periodontia e implantes dentários","Centro de cuidados com dentaduras","Serviço dentário de emergência","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra",,"https://www.google.com/maps/search/?api=1&query=Dra.%20Lidiane%20e%20Dr.%20Gabriel.%20Cazula%20Odontologia%20DESDE%202012.%20Unid%3A%201.%20Dentista%20Botox%20Invisalign%20Implante%20Aparelho&query_place_id=ChIJ16hggs5IzpQRlBGMd-j_JIk","Dentista"
"SENA ODONTOLOGIA INTEGRADA","4.8","94","Rua Augusto Correia, 51","São Paulo","São Paulo","BR","https://www.instagram.com/senna.odontologia?igsh=ZDd3c2tyeHg0MWl6","+55 11 5669-1058","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SENA%20ODONTOLOGIA%20INTEGRADA&query_place_id=ChIJl9qf_gxPzpQRy-0gGYlMZXM","Clínica odontológica"
"Clinica Odontológica Cocaia (Prisma Odontologia)","5","129","R. Rubens de Oliveira, 345a","São Paulo","São Paulo","BR","https://www.facebook.com/refletindonovossorrisos","+55 11 5931-4594","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20Odontol%C3%B3gica%20Cocaia%20(Prisma%20Odontologia)&query_place_id=ChIJyfBy7_tFzpQRtPVC4-sGw9E","Dentista"
"Clínica Influence Odontologia","5","33","Rua Professor Adolpho Pinheiro Machado, 56 - loja 3","São Paulo","São Paulo","BR",,"+55 11 98611-2653","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Influence%20Odontologia&query_place_id=ChIJS8SMbgBPzpQR1zyuQGSTAgI","Dentista"
"FDM Odontologia Especializada","5","282","Av. Joaquina Ramalho, 1072/1074","São Paulo","São Paulo","BR","http://fdmodontologia.com.br/","+55 11 2909-1753","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=FDM%20Odontologia%20Especializada&query_place_id=ChIJN9weB6VYzpQRNZlMLqc1Hhg","Clínica odontológica"
"Garrido Odontologia","4.9","100","R. Dr. João Ribeiro, 295","São Paulo","São Paulo","BR",,"+55 11 2925-0098","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Garrido%20Odontologia&query_place_id=ChIJX-Pp0HZfzpQR8it-aRW7u-g","Clínica odontológica"
"Divina Odontologia","4.9","239","R. Itinguçu, 1973","São Paulo","São Paulo","BR","http://divinaodontologia.com.br/","+55 11 97090-1099","Clínica odontológica","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Divina%20Odontologia&query_place_id=ChIJV3OEGLhgzpQRdQGOgYRL0iM","Clínica odontológica"
"VFC Studio de Odontologia","5","689","R. Maria Carlota, 828","São Paulo","São Paulo","BR","https://linkr.bio/odontologiavfc","+55 11 99275-8462","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=VFC%20Studio%20de%20Odontologia&query_place_id=ChIJvbAapxhfzpQR2dBmWFFJM-I","Clínica odontológica"
"Ludant Odontologia","4.9","83","R. Apucarana, 282 - CJ 21","São Paulo","São Paulo","BR","https://instagram.com/ludant_odontologia","+55 11 91493-0199","Centro de saúde e beleza",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ludant%20Odontologia&query_place_id=ChIJ5WOvf7FfzpQRsqXgsclBU0Q","Centro de saúde e beleza"
"NorthPrev Odontologia","5","589","R. Jacuna, 256","São Paulo","São Paulo","BR",,"+55 11 97124-2417","Dentista","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NorthPrev%20Odontologia&query_place_id=ChIJabHEh59YzpQRCmn4zq8ZEy0","Dentista"
"Asf Odontologia","4.9","83","Av. Cangaíba, 2270","São Paulo","São Paulo","BR",,"+55 11 91683-6130","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Asf%20Odontologia&query_place_id=ChIJJerOYXhfzpQR6OGsyQcjzDY","Clínica odontológica"
"Deale Odontologia - Cirurgia de Implantes Dentários l Prótese Protocolo l Ortodontia em Vila Maria Alta São Paulo","5","438","Av. Conceição, 4063","São Paulo","São Paulo","BR","https://dealeodontologia.com.br/","+55 11 91341-1378","Clínica odontológica","Dentista","Ortodontista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Deale%20Odontologia%20-%20Cirurgia%20de%20Implantes%20Dent%C3%A1rios%20l%20Pr%C3%B3tese%20Protocolo%20l%20Ortodontia%20em%20Vila%20Maria%20Alta%20S%C3%A3o%20Paulo&query_place_id=ChIJPVHhpV5fzpQRDtR2qFtTmsY","Clínica odontológica"
"Dra. Mariana Lima odontologia","4.8","25","R. Bom Sucesso, 220","São Paulo","São Paulo","BR",,"+55 11 94709-2878","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Mariana%20Lima%20odontologia&query_place_id=ChIJWamLM8BezpQR7rWo9SoqEyU","Clínica odontológica"
"Integral Clinic Odontologia","4.9","99","R. Maria Eugênia, 111","São Paulo","São Paulo","BR","http://www.integralclinicodontologia.com.br/","+55 11 2295-1585","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Integral%20Clinic%20Odontologia&query_place_id=ChIJk3Kgs0tfzpQRTMRcSAQhqRs","Cirurgião dentista"
"Luna Odontologia","5","78","R. Henrique Sertório, 157","São Paulo","São Paulo","BR",,"+55 11 94841-1434","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Luna%20Odontologia&query_place_id=ChIJq4TEkdxezpQRj79ply7M_fw","Clínica odontológica"
"Ciclos Odontologia","5","43","R. Paulo de Faria, 146 - sala 1103","São Paulo","São Paulo","BR",,"+55 11 97604-7469","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ciclos%20Odontologia&query_place_id=ChIJ_zF2CTf3zpQRWpmSP6DqvyE","Clínica odontológica"
"Diniz Odontologia | Centro de São Paulo","4.8","33","Praça da Sé, 158 - sala 203","São Paulo","São Paulo","BR",,"+55 11 3115-3641","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Diniz%20Odontologia%20%7C%20Centro%20de%20S%C3%A3o%20Paulo&query_place_id=ChIJA84OY0dZzpQRhGDbnrCboik","Dentista"
"Implantes dentários | Dentista | Artimplan Odontologia | Zona Norte","5","302","Av. Nova Cantareira, 3613","São Paulo","São Paulo","BR","https://clinicaartimplan.com.br/","+55 11 98998-0606","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Implantes%20dent%C3%A1rios%20%7C%20Dentista%20%7C%20Artimplan%20Odontologia%20%7C%20Zona%20Norte&query_place_id=ChIJ76Yh9fD2zpQR3_L6B4FGLis","Clínica odontológica"
"Encanto Odontologia - Odontopediatria, Ortodontia ,Sedação, Zona leste SP","5","62","R. Apucarana, 272 - sala 404","São Paulo","São Paulo","BR","https://encantoodontologia.com.br/","+55 11 97808-2926","Odontopediatra","Clínica odontológica","Dentista","Ortodontista","Clínica de odontopediatria",,,,,,"https://www.google.com/maps/search/?api=1&query=Encanto%20Odontologia%20-%20Odontopediatria%2C%20Ortodontia%20%2CSeda%C3%A7%C3%A3o%2C%20Zona%20leste%20SP&query_place_id=ChIJH_oROI9nzpQRiKu9ri6QORI","Odontopediatra"
"Odontologia Galindo","4.8","292","Av. Nova Cantareira, 659","São Paulo","São Paulo","BR","http://www.igodonto.com.br/","+55 11 2979-2626","Dentista","Clínica odontológica","Periodontia e implantes dentários","Ortodontista","Odontopediatra",,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Galindo&query_place_id=ChIJQ-yikTj2zpQRtzxVr29TucI","Dentista"
"Dra. Bianca Arhontis - Odontologia Estética","5","21","Praça das Professoras, 11","São Paulo","São Paulo","BR","https://api.whatsapp.com/send?phone=55011949944099&text=Ol%C3%A1%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es.","+55 11 94994-4099","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Bianca%20Arhontis%20-%20Odontologia%20Est%C3%A9tica&query_place_id=ChIJg0pJ-mhnzpQRi-fiipW9OQw","Clínica odontológica"
"Clínica Flores Odontologia e Saúde - Santana","4.8","149","R. Dr. Zuquim, 604","São Paulo","São Paulo","BR","https://clinicafloresodontologia.com.br/","+55 11 95114-4666","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Flores%20Odontologia%20e%20Sa%C3%BAde%20-%20Santana&query_place_id=ChIJJTbG9SX2zpQRnabgA2oAfzk","Clínica odontológica"
"Odontologia Barros","4.9","14","R. Cel. Luís Americano, 352 - Sala 14","São Paulo","São Paulo","BR",,"+55 11 97767-9254","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Barros&query_place_id=ChIJPVgGl5FezpQRVJB4q7MSEiU","Cirurgião dentista"
"Únika Odontologia","5","127","Av. Guilherme Cotching, 1572","São Paulo","São Paulo","BR","http://unikaodontologia.com.br/odonto/","+55 11 4750-1595","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista","Clínica especializada",,,,"https://www.google.com/maps/search/?api=1&query=%C3%9Anika%20Odontologia&query_place_id=ChIJdUGYkTZfzpQRxMb_1-9Kym0","Dentista"
"Consultório Odontologia",,,"R. Godói Preto, 336","São Paulo","São Paulo","BR",,"+55 11 2618-1583","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20Odontologia&query_place_id=ChIJwztZQABZzpQRcZulZZ9-aeU","Dentista"
"Aznar Odontologia","5","77","R. Cap. Luís Ramos, 283","São Paulo","São Paulo","BR","http://www.aznarodontologia.com/","","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Aznar%20Odontologia&query_place_id=ChIJVVXhAaRYzpQRaeJj9sxA144","Dentista"
"BEM ESTAR ODONTOLOGIA E SAÚDE","4.9","156","R. Dr. João Ribeiro, 231","São Paulo","São Paulo","BR","https://wa.me/message/THJEVADFSDP6K1","+55 11 98781-6965","Dentista","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=BEM%20ESTAR%20ODONTOLOGIA%20E%20SA%C3%9ADE&query_place_id=ChIJo32GD1FezpQRFGGK6EKzF7M","Dentista"
"Lummine Odontologia","5","72","Av. Gen. Ataliba Leonel, 2929","São Paulo","São Paulo","BR","http://wa.me/5511945226234","+55 11 94522-6234","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lummine%20Odontologia&query_place_id=ChIJMYmUI8T3zpQRPwmIv-Sc3lQ","Clínica odontológica"
"BEO - Bem Estar Odontologia","4.8","125","Rua Barão de Itapetininga 273 1ºandar sala E 01042-001","São Paulo","SP","BR",,"+55 11 3151-5472","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BEO%20-%20Bem%20Estar%20Odontologia&query_place_id=ChIJpzFJAehZzpQRwnV3h3aJygc","Clínica odontológica"
"Odontologia Ferrari","5","1","R. Nicolau Barreto, 156","São Paulo","São Paulo","BR",,"+55 11 2694-6710","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Ferrari&query_place_id=ChIJIRyo1i5ZzpQRvgM3rHamZnE","Cirurgião dentista"
"IOP Odontologia","5","198","R. Ipojuca, 58","São Paulo","São Paulo","BR","https://iopodonto.com.br/","+55 11 95784-8575","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=IOP%20Odontologia&query_place_id=ChIJjz19acFezpQRfh7FLnyup3A","Dentista"
"Mabruk Odontologia - Dr. Pablo Queijo e Dra. Tatyana Gomes","4.4","40","Rua Professor Joaquim Osório de Azevedo, 144","São Paulo","São Paulo","BR","http://www.odontomabruk.com.br/","+55 11 98810-8410","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mabruk%20Odontologia%20-%20Dr.%20Pablo%20Queijo%20e%20Dra.%20Tatyana%20Gomes&query_place_id=ChIJrxJJTDr2zpQRuy1OuI0uNoQ","Clínica odontológica"
"Vecca Odontologia","4.9","529","Rua Nunes de Siqueira, 136","São Paulo","São Paulo","BR",,"+55 11 96072-5449","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vecca%20Odontologia&query_place_id=ChIJJb_8ALxfzpQRvEwk7CWD75w","Dentista"
"Clinica HR Odontologia | LENTES EM RESINA | IMPLANTE DENTÁRIO","5","14","R. Alfredo Pujol, 1466 - sala 7","São Paulo","São Paulo","BR","http://instagram.com/clinica.hr","+55 11 91358-2755","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20HR%20Odontologia%20%7C%20LENTES%20EM%20RESINA%20%7C%20IMPLANTE%20DENT%C3%81RIO&query_place_id=ChIJgXaY0Xr3zpQRLHMTiBrvZN0","Dentista"
"Clínica Nakamura - Odontologia Especializada","4.9","71","R. Manuel Vítor de Jesus, 344A","São Paulo","São Paulo","BR","https://linktr.ee/clinicanakamura?fbclid=PAAaZSaUE3zlFxD7GFDKXuInLjNfvjVoDrxCEPj51oPLmpoaXpaZDCMYdxeag","+55 11 98837-7443","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Nakamura%20-%20Odontologia%20Especializada&query_place_id=ChIJ1ZR0T3FTzpQRnk-N2tNfRpk","Clínica odontológica"
"ODONTUS SANTA LÚCIA ODONTOLOGIA","4.6","139","R. Prof. Barroso do Amaral, 95 - Sobreloja","São Paulo","São Paulo","BR",,"+55 11 5831-0269","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ODONTUS%20SANTA%20L%C3%9ACIA%20ODONTOLOGIA&query_place_id=ChIJjevrHXNTzpQR89kiaqlgSYw","Clínica odontológica"
"LAMOUR Odontologia","5","16","Av. Taquandava, 22 - A","São Paulo","São Paulo","BR","https://wa.me/5511959585592","+55 11 95958-5592","Dentista","Limpeza","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Ortodontista","Serviço de clareamento dental",,,,"https://www.google.com/maps/search/?api=1&query=LAMOUR%20Odontologia&query_place_id=ChIJjYQMGABNzpQR8ziV-GH3Zik","Dentista"
"Oral Bless Odontologia e Estética","4.9","132","R. Feitiço da Vila, 51","São Paulo","São Paulo","BR","https://clinicaoralbless.com.br/","+55 11 92033-3069","Clínica odontológica","Esteticista","Endodontista","Ortodontista","Odontopediatra","Periodontista",,,,,"https://www.google.com/maps/search/?api=1&query=Oral%20Bless%20Odontologia%20e%20Est%C3%A9tica&query_place_id=ChIJzcXYAdpTzpQRjjNHCRH4f6s","Clínica odontológica"
"Odontologia Integrada","4.8","21","Rua Visconde de Jari, 80","São Paulo","São Paulo","BR",,"+55 11 93271-4640","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Integrada&query_place_id=ChIJ175HIClTzpQR3yUoeLFngvc","Clínica odontológica"
"Odontologia Preciosa","4.7","33","R. Luar do Sertão, 2008 - sala 2","São Paulo","São Paulo","BR","https://www.instagram.com/odontologiapreciosa?igsh=aXEwdjgzeWpna3lz","+55 11 91315-3622","Clínica de implante dentário","Cirurgião dentista","Ortodontista","Odontopediatra",,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Preciosa&query_place_id=ChIJozwNWIpTzpQRRPgQJPSX1RE","Clínica de implante dentário"
"Oliveira Clinic Odontologia em Alta Performance","5","593","R. Manuel Vítor de Jesus, 344A","São Paulo","São Paulo","BR","http://oliveiraclinic.com.br/","+55 11 97767-7945","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oliveira%20Clinic%20Odontologia%20em%20Alta%20Performance&query_place_id=ChIJP0g2cKVRzpQRD4LePOj0JFw","Clínica odontológica"
"Seu Sorriso Odontologia","4.6","1176","Rua Isabel Schmidt, 360","São Paulo","São Paulo","BR","https://www.facebook.com/seusorrisoodontologia","+55 11 5541-7646","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Seu%20Sorriso%20Odontologia&query_place_id=ChIJO54ejVZQzpQRlDAhT8wF4KQ","Clínica odontológica"
"Odontologia Carvalho","4.9","489","R. Aureliano Guimarães, 172 - Sala 416","São Paulo","São Paulo","BR","http://www.odontologiacarvalho.com/","+55 11 93801-5575","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Carvalho&query_place_id=ChIJly1-qfxTzpQR-UOnqdXHJb4","Clínica odontológica"
"One Odontologia Moema - Invisalign em Moema","5","308","Av. Lavandisca, 741 - cj 68","São Paulo","São Paulo","BR","https://invisalignemmoema.com.br/","+55 11 94385-9731","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=One%20Odontologia%20Moema%20-%20Invisalign%20em%20Moema&query_place_id=ChIJtX31PChbzpQRRYiHUm7F3oM","Clínica odontológica"
"Odontoclinic Vila Mariana | Dr Hugo Robertson – Implantes e Reabilitação Oral","4.9","880","R. Domingos de Morais, 725","São Paulo","São Paulo","BR","https://odontoclinicvilamariana.com.br/","+55 11 99945-8333","Clínica de implante dentário","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Dentista","Cirurgião dentista","Ortodontista","Clínica especializada",,,"https://www.google.com/maps/search/?api=1&query=Odontoclinic%20Vila%20Mariana%20%7C%20Dr%20Hugo%20Robertson%20%E2%80%93%20Implantes%20e%20Reabilita%C3%A7%C3%A3o%20Oral&query_place_id=ChIJEWkbN4RZzpQRnN3HYg0Bjgs","Clínica de implante dentário"
"KIAN Odontologia","5","231","Av. Paulista, 509 - CJ 811","São Paulo","São Paulo","BR","https://www.kianodontologia.com.br/","+55 11 99910-7115","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KIAN%20Odontologia&query_place_id=ChIJQxSx2L5ZzpQRPXXWCVQ9OM8","Dentista"
"All Smiles Odontologia","4.8","116","R. Domingos de Morais, 2781 - sala 1314","São Paulo","São Paulo","BR","https://www.allsmilesodontologia.com.br/","+55 11 2597-7501","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=All%20Smiles%20Odontologia&query_place_id=ChIJOWLHW75bzpQR6GAoFpYgTJo","Clínica odontológica"
"Clinica FR Odontologia","5","177","Ed. Neo Corporate - R. Enxovia, nº 472 - sala 1408","São Paulo","São Paulo","BR","http://frodonto.com.br/","+55 11 97601-2131","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20FR%20Odontologia&query_place_id=ChIJDz1r0_lRzpQRNFj-CXgeHTw","Clínica odontológica"
"LSR ODONTOLOGIA","4.8","68","Av. Paulista, 509 - Conj. 1504","São Paulo","São Paulo","BR","https://www.lsrodontologia.com.br/","+55 11 96359-4671","Dentista","Dentista cosmético","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LSR%20ODONTOLOGIA&query_place_id=ChIJrwfnn75ZzpQRqEqv5TylO9g","Dentista"
"Saabe Odontologia","4.9","155","R. Dr. Neto de Araújo, 320 - cj 208","São Paulo","São Paulo","BR","https://dentistanavilamariana.com.br/","+55 11 97876-3061","Dentista","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista","Odontopediatra",,,,,,"https://www.google.com/maps/search/?api=1&query=Saabe%20Odontologia&query_place_id=ChIJ9TLr1SpazpQRJfiQePx1-uc","Dentista"
"Benatti Odontologia","4.9","409","Av. Paulista, 925","São Paulo","São Paulo","BR","https://benattiodontologia.com.br/","+55 11 97632-4570","Dentista","Dentista cosmético","Clínica odontológica","Clínica de implante dentário","Endodontista","Cirurgião dentista","Periodontista","Serviço de clareamento dental",,,"https://www.google.com/maps/search/?api=1&query=Benatti%20Odontologia&query_place_id=ChIJB9m9hsdZzpQRxO1MbJ_2uY0","Dentista"
