"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Dentista Dra Marise Meyer","5","4","R. Rocha Pombo, 650","Curitiba","Paraná","BR","https://www.doctoralia.com.br/marise-meyer-jamur/dentista/curitiba","+55 41 3356-2939","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra%20Marise%20Meyer&query_place_id=ChIJ-wQh8Srk3JQR8XDeecjb4Xw","Dentista"
"Dr. Flávio Napoleão | Dentista","5","30","R. Augusto Severo, 309","Curitiba","Paraná","BR",,"","Ortodontista","Endodontista","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Fl%C3%A1vio%20Napole%C3%A3o%20%7C%20Dentista&query_place_id=ChIJ5WOPE3rj3JQRVSpg3PtnOFg","Ortodontista"
"Quality Sorriso - Dentista São Braz","4.7","17","Av. Ver. Toaldo Túlio, 3647","Curitiba","Paraná","BR",,"+55 41 3273-3647","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Quality%20Sorriso%20-%20Dentista%20S%C3%A3o%20Braz&query_place_id=ChIJM9Aci-vh3JQRBRe54I3Qhxk","Clínica odontológica"
"Dra Rafaela Vaz - Dentista no Hugo Lange","5","9","R. Jaime Balão, 130","Curitiba","Paraná","BR","https://www.instagram.com/drarafaelavaz?igsh=YWR6YWd1NmdhcXNj","+55 41 99747-9903","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Rafaela%20Vaz%20-%20Dentista%20no%20Hugo%20Lange&query_place_id=ChIJY1c0g2zl3JQRHOcVWYFNgWo","Cirurgião dentista"
"Domanski Odontologia & Spa","5","10","Rua Desembargador Arthur Leme, 351","Curitiba","Paraná","BR",,"+55 41 98896-5995","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Domanski%20Odontologia%20%26%20Spa&query_place_id=ChIJofSGMqrn3JQRD6fGvyeZNb4","Cirurgião dentista"
"Dra. Juliana Zanin - Cirurgiã Dentista","5","34","Av. João Gualberto, 1881 - 19º andar - sala 1907","Curitiba","Paraná","BR","https://www.instagram.com/dra.julianazanin","+55 41 98779-8649","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Juliana%20Zanin%20-%20Cirurgi%C3%A3%20Dentista&query_place_id=ChIJ20wE08Ll3JQRbUcYrj7d1f4","Dentista"
"Gnatta Odontologia","5","11","Centro Comercial Napoli - R. Saturnino Miranda, 803 - Sala 10 - 1º Andar","Curitiba","Paraná","BR",,"+55 41 99619-7477","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gnatta%20Odontologia&query_place_id=ChIJ_ymqw5bh3JQR_ZHfL8gqKxY","Clínica odontológica"
"ENNES e MEISTER ODONTOLOGIA","5","11","Av. Ver. Toaldo Túlio, 4323","Curitiba","Paraná","BR",,"+55 41 3272-3890","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ENNES%20e%20MEISTER%20ODONTOLOGIA&query_place_id=ChIJcQWwru_h3JQR8svp0QF-OH4","Clínica odontológica"
"Gandelman Odontologia e Estética","4.9","95","R. Valdívia, 572","Curitiba","Paraná","BR",,"+55 41 3018-5906","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gandelman%20Odontologia%20e%20Est%C3%A9tica&query_place_id=ChIJ4YB7Rmbl3JQRFuFQoe7j5m8","Clínica odontológica"
"Dra Renata Ribas Odontologia Estética","5","1","R. Gen. Carneiro, 662","Curitiba","Paraná","BR",,"+55 41 98895-3895","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Renata%20Ribas%20Odontologia%20Est%C3%A9tica&query_place_id=ChIJOwhGXpHl3JQRL4VUQ31uddM","Dentista"
"Barrozo Ceschin Odontologia Integrada","5","32","Av. Cândido de Abreu, 776","Curitiba","Paraná","BR","http://contate.me/5541984099333","+55 41 98409-9333","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barrozo%20Ceschin%20Odontologia%20Integrada&query_place_id=ChIJW2XRvwvl3JQRE99XQMpg25k","Dentista"
"JH Odontologia","4.6","38","R. Mariano Torres, 134","Curitiba","Paraná","BR","https://www.instagram.com/clinica_odontologica_jh?igsh=NjB2amN6ZTQ4eWVj","+55 41 98721-7078","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=JH%20Odontologia&query_place_id=ChIJMVHa8dDl3JQRqiNr7hvYLLE","Clínica odontológica"
"Vivenne Odontologia","5","62","Edson Campos Matesich, 618 Jardim Ipê","Curitiba","PR","BR","http://vivenneodontologia.com.br/","+55 41 99999-6379","Dentista","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Serviço dentário de emergência","Endodontista","Cirurgião dentista","Ortodontista","Serviço de clareamento dental",,"https://www.google.com/maps/search/?api=1&query=Vivenne%20Odontologia&query_place_id=ChIJO0_EXgDh3JQRXbwtvMLBbEI","Dentista"
"Beckel Odontologia Integrada","5","10","R. Euclides Bandeira, 1989","Curitiba","Paraná","BR","https://www.instagram.com/beckelodontologia/","+55 41 98793-7914","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beckel%20Odontologia%20Integrada&query_place_id=ChIJ2ReEqMnn3JQR1wmBJwV-Hx8","Clínica odontológica"
"Varela Odontologia - Tratamento do Ronco e Apneia, ortodontia e prótese","5","62","R. Conselheiro Carrão, 1585","Curitiba","Paraná","BR","http://www.varelaodontologia.com.br/","+55 41 99751-7565","Cirurgião dentista","Ortodontista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Varela%20Odontologia%20-%20Tratamento%20do%20Ronco%20e%20Apneia%2C%20ortodontia%20e%20pr%C3%B3tese&query_place_id=ChIJXYNcXbXl3JQRhioC0cbjpzE","Cirurgião dentista"
"Clínica Pierre Fauchard Odontologia","4.6","62","Av. Munhoz da Rocha, 668","Curitiba","Paraná","BR","http://www.facebook.com/cpfauchard","+55 41 98811-8425","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Pierre%20Fauchard%20Odontologia&query_place_id=ChIJMfxGtSjk3JQR0N8mJRLbV0o","Clínica odontológica"
"AeS Odontologia","4.9","67","Rua São Francisco, 232 Galeria “A, Travessa, Loja 04","Curitiba","PR","BR","http://aesodontologia.com.br/","+55 41 98417-3377","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AeS%20Odontologia&query_place_id=ChIJo_VCKL3l3JQRf_RVaodvHw4","Clínica odontológica"
"Felpe Odontologia","4.7","106","R. Camões, 1476","Curitiba","Paraná","BR","http://www.felpe.com.br/","+55 41 99670-6162","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Felpe%20Odontologia&query_place_id=ChIJNTaCbzTk3JQRtblmlsf2GDE","Dentista"
"AH Odontologia","5","5","Av. Manoel Ribas, 1473 - SALA 101","Curitiba","Paraná","BR",,"+55 41 99647-3739","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AH%20Odontologia&query_place_id=ChIJn_RST4_j3JQR-6456-CwD3o","Dentista"
"Dr Fabricio Leite - Cirurgião Dentista","5","69","R. Dias da Rocha Filho, 1399","Curitiba","Paraná","BR",,"+55 41 99936-2244","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr%20Fabricio%20Leite%20-%20Cirurgi%C3%A3o%20Dentista&query_place_id=ChIJW7NKDnLl3JQRCdT9TONlMew","Cirurgião dentista"
"Dra Larissa Martins cirurgiã-dentista","5","6","Av. João Gualberto, 1342 - sala 1707","Curitiba","Paraná","BR","https://www.instagram.com/larissamodontologia","+55 41 99983-3742","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Larissa%20Martins%20cirurgi%C3%A3-dentista&query_place_id=ChIJ2VfKTP_l3JQRwqGya6v0KwU","Cirurgião dentista"
"DENTISTA - Dra. Alessandra Reis","5","10","R. Dr. Faivre, 306 B","Curitiba","Paraná","BR","https://aleos86.wixsite.com/dra-alessandra-reis","+55 41 99989-9289","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DENTISTA%20-%20Dra.%20Alessandra%20Reis&query_place_id=ChIJtfhrNHnl3JQRyFudeUACduY","Clínica odontológica"
"Dentista Melissa Pallu Davaus Endodontia l Prótese dentária e implantes .","5","4","Av. Manoel Ribas, 985 - Sala 1","Curitiba","Paraná","BR",,"+55 41 99962-7126","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Melissa%20Pallu%20Davaus%20Endodontia%20l%20Pr%C3%B3tese%20dent%C3%A1ria%20e%20implantes%20.&query_place_id=ChIJRW9j5Hbj3JQRkfTQPCwIKrQ","Cirurgião dentista"
"Dra. Camila Barrozo, Dentista","5","2","Av. Cândido de Abreu, 776 - sala 102","Curitiba","Paraná","BR","https://www.doctoralia.com.br/camila-barrozo/dentista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=786643&utm_content=website","+55 41 98409-9333","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Camila%20Barrozo%2C%20Dentista&query_place_id=ChIJm8CtCxDl3JQRsy7LSiEx-BM","Dentista"
"Dentista Dra. Liza Andrade Donato","5","15","R. Itupava, 1299 - Sala 212","Curitiba","Paraná","BR",,"+55 41 99103-7477","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra.%20Liza%20Andrade%20Donato&query_place_id=ChIJdyLoG5Xl3JQR7Vv7CFrfpBk","Cirurgião dentista"
"Dentista Curitiba","5","2","R. Itupava, 772 - L2","Curitiba","Paraná","BR","https://ortodontiacuritiba.com.br/","+55 41 3015-0841","Cirurgião dentista","Periodontia e implantes dentários","Endodontista","Ortodontista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Curitiba&query_place_id=ChIJKYytPdzl3JQR8gupT6g9CsU","Cirurgião dentista"
"Luiz Alberto Costa Cirurgião Dentista","5","2","R. Mateus Leme, 5971 - Loja 01","Curitiba","Paraná","BR",,"+55 41 3255-1498","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Luiz%20Alberto%20Costa%20Cirurgi%C3%A3o%20Dentista&query_place_id=ChIJP0T_kdrm3JQRE-cmZ22mE4U","Cirurgião dentista"
"Dra. Aline de Siqueira Butzke Marçal, Dentista",,,"R. Alberto Folloni, 1168","Curitiba","Paraná","BR","https://www.doctoralia.com.br/aline-de-siqueira-butzke-marcal/dentista-ortodontista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=798519&utm_content=website","","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Aline%20de%20Siqueira%20Butzke%20Mar%C3%A7al%2C%20Dentista&query_place_id=ChIJ6ReEnz_n3JQRMOBU6NQXdTw","Dentista"
"Dentista Dr. Alessandro de Mello Rodrigues","5","7","Av. Cândido de Abreu, 140","Curitiba","Paraná","BR","https://www.instagram.com/dralessandromrodrigues/","+55 41 3015-6515","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dr.%20Alessandro%20de%20Mello%20Rodrigues&query_place_id=ChIJ_3wKV_Tl3JQRW65aC1Ue-RI","Dentista"
"Clínica Rabelo & Sena Odontologia/ Ortodontia/ Dentista em Curitiba","5","99","R. Nicolau Maeder, 752","Curitiba","Paraná","BR","https://rabeloesenaortodontia.com.br/","+55 41 99920-2684","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista","Periodontista",,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Rabelo%20%26%20Sena%20Odontologia%2F%20Ortodontia%2F%20Dentista%20em%20Curitiba&query_place_id=ChIJNS5JfSTk3JQRMPWP8dLiWVI","Dentista"
"Dra Ana Dentista",,,"Av. João Gualberto, 1342","Curitiba","Paraná","BR",,"","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Ana%20Dentista&query_place_id=ChIJ-8IaZQDl3JQRFNLWOUT8ZsI","Clínica odontológica"
"Dra. Giovana Frigotto | Dentista em Curitiba | Invisalign e aparelhos dentais","4.8","19","Av. Munhoz da Rocha, 668","Curitiba","Paraná","BR","https://www.instagram.com/giovanafrigotto.ortodontia/","+55 41 98811-8425","Dentista","Ortodontista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Giovana%20Frigotto%20%7C%20Dentista%20em%20Curitiba%20%7C%20Invisalign%20e%20aparelhos%20dentais&query_place_id=ChIJVXX1Fj3l3JQRNIr6Jw0PvKU","Dentista"
"Dentista Ricardo Bressan","5","9","R. André Zanetti, 301","Curitiba","Paraná","BR",,"+55 41 99933-5606","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Ricardo%20Bressan&query_place_id=ChIJJ9BmLRPh3JQRVVFR_1J2950","Clínica odontológica"
"Dra. Fernanda Baron de Souza Roth, Dentista","1.5","2","Rua - Av. Ver. Toaldo Túlio, 612","Curitiba","Paraná","BR","https://www.doctoralia.com.br/fernanda-baron-de-souza-roth/dentista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=682298&utm_content=website","","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Fernanda%20Baron%20de%20Souza%20Roth%2C%20Dentista&query_place_id=ChIJp_MBA9vh3JQRhEtq8b70iF0","Dentista"
"Dra. Cláudia D. Cherner - Cirurgião Dentista",,,"Av. Ver. Toaldo Túlio, 2306 - Sala 03","Curitiba","Paraná","BR",,"+55 41 3372-0407","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Cl%C3%A1udia%20D.%20Cherner%20-%20Cirurgi%C3%A3o%20Dentista&query_place_id=ChIJidmqkMbh3JQR-n_v591xeDg","Clínica odontológica"
"Dr Jean Santos - Cirurgião Dentista","3.7","3","Av. Cândido de Abreu, 427 - sala 1210","Curitiba","Paraná","BR","http://www.drjeansantos.com.br/","+55 41 3085-7844","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr%20Jean%20Santos%20-%20Cirurgi%C3%A3o%20Dentista&query_place_id=ChIJM0pZij_k3JQRq7p_MC8fqtc","Cirurgião dentista"
"WR Instituto Odontológico | Dr Walter Rosa | Implantes dentários | prótese protocolo | Dentista em Centro Cívico Curitiba","5","11","R. Heitor Stockler de França, 396 - Conjunto 1502","Curitiba","Paraná","BR","https://www.wrinstitutoodontologico.com.br/","+55 41 99865-9034","Dentista","Clínica odontológica","Periodontia e implantes dentários",,,,,,,,"https://www.google.com/maps/search/?api=1&query=WR%20Instituto%20Odontol%C3%B3gico%20%7C%20Dr%20Walter%20Rosa%20%7C%20Implantes%20dent%C3%A1rios%20%7C%20pr%C3%B3tese%20protocolo%20%7C%20Dentista%20em%20Centro%20C%C3%ADvico%20Curitiba&query_place_id=ChIJbWnzhmDl3JQRtE-ch-TloGY","Dentista"
"Dr. Eduardo Anversa - Cirurgião Dentista","5","13","R. Alm. Tamandaré, 1825","Curitiba","Paraná","BR","https://dreduardoanversa.com.br/","+55 41 99935-6060","Dentista","Cirurgião dentista","Ortodontista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Eduardo%20Anversa%20-%20Cirurgi%C3%A3o%20Dentista&query_place_id=ChIJzzdKPXbl3JQRwKbsjIEf04M","Dentista"
"Dentista Dr. Helcio","5","8","R. Nicarágua, 962 - Sala 05","Curitiba","Paraná","BR",,"+55 41 3256-1652","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dr.%20Helcio&query_place_id=ChIJ52gKRX_m3JQRIWIzW4z4q4g","Dentista"
"PrevPar Odontologia","5","8","R. Dr. Álvaro Albuquerque, 141","Curitiba","Paraná","BR","https://www.prevpar.com.br/","+55 41 3244-5150","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PrevPar%20Odontologia&query_place_id=ChIJ-SK8k-bj3JQRvfg18IWSi1A","Clínica odontológica"
"Karin Barcz Odontologia e Laserterapia","5","16","Av. João Gualberto, 1731","Curitiba","Paraná","BR","https://www.karinbarcz.com.br/","+55 41 99187-2398","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Karin%20Barcz%20Odontologia%20e%20Laserterapia&query_place_id=ChIJ3xbrLULl3JQRNwzu20-N6M0","Clínica odontológica"
"LC Odontologia","4.8","22","R. Augusto Severo, 309","Curitiba","Paraná","BR",,"+55 41 3078-9374","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LC%20Odontologia&query_place_id=ChIJ62AwNynl3JQRuaCCSzqf0Wc","Dentista"
"Odontologia Dra Gisele Longhi","5","27","Rua Antônio Escorsin, 1896 - loja 1","Curitiba","Paraná","BR","https://sites.google.com/view/gisele-longhi/in%C3%ADcio?authuser=1&_gl=1*j13u7g*_ga*MTc4NjcwNDU3MS4xNzE0NDc2ODEw*_ga_V9K47ZG8NP*MTcxNjU1Njk3MC4zNy4xLjE3MTY1NTc3MjYuNjAuMC4w","+55 41 99581-8072","Ortodontista","Dentista cosmético","Clínica odontológica","Clínica de implante dentário","Dentista","Cirurgião dentista",,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Dra%20Gisele%20Longhi&query_place_id=ChIJoe9_7urh3JQRR_94wC1IJ9U","Ortodontista"
"Telos Odontologia","5","8","Av. Paraná, 1517 - Sala 207","Curitiba","Paraná","BR",,"+55 41 98530-6996","Clínica odontológica","Dentista","Endodontista","Cirurgião dentista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Telos%20Odontologia&query_place_id=ChIJh1-jlD_n3JQROmhHKTZrtgU","Clínica odontológica"
"Clínica Mendes Odontologia – Alto da Glória","4.8","233","Av. João Gualberto, 1342 - Sala 609","Curitiba","Paraná","BR","https://clinicamendescwb.com/","+55 41 98789-0446","Clínica odontológica","Acupunturista","Periodontia e implantes dentários","Clínica de implante dentário","Dentista","Endodontista","Homeopatia","Ortodontista","Clínica de odontopediatria","Clínica do sono","https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Mendes%20Odontologia%20%E2%80%93%20Alto%20da%20Gl%C3%B3ria&query_place_id=ChIJF4HDDq_w3JQR4ekfshOwgPQ","Clínica odontológica"
"Instituto Thomé de Odontologia","4.8","14","Urban Office - Av. João Gualberto, 1342 - Sala 802","Curitiba","Paraná","BR","https://thomeodontologia.com/","+55 41 3252-3537","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Instituto%20Thom%C3%A9%20de%20Odontologia&query_place_id=ChIJZ_w4Yzvl3JQRKD1Dt3IfgLQ","Clínica odontológica"
"Instituto Costa Odontologia","4.3","12","Rua Amaury lange silverio, 759","Curitiba","Paraná","BR",,"+55 41 98804-1757","Clínica odontológica","Limpeza","Ortodontista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Instituto%20Costa%20Odontologia&query_place_id=ChIJ0aDC_Dvn3JQRWRWBwZjC0Ts","Clínica odontológica"
"odontologia",,,"Av. Ver. Toaldo Túlio","Curitiba","Paraná","BR",,"+55 41 99286-4619","Laboratório de odontologia",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=odontologia&query_place_id=ChIJf1CfbRPh3JQRZAmsYEij6lU","Laboratório de odontologia"
"Clínica São Francisco Odontologia","4.4","5","R. Sen. Xavier da Silva, 154","Curitiba","Paraná","BR",,"+55 41 3023-4034","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20S%C3%A3o%20Francisco%20Odontologia&query_place_id=ChIJJwMypRrk3JQRvzVgNpBFvXA","Clínica odontológica"
"White Odontologia Integrada - Liliane M. Vizzotto e Juliana M. Vizzotto","5","6","R. Augusto Stresser, 1563 - 01","Curitiba","Paraná","BR","https://www.instagram.com/whitebemestar/","+55 41 99235-7186","Clínica odontológica","Dentista cosmético","Periodontia e implantes dentários","Dentista","Cirurgião dentista",,,,,,"https://www.google.com/maps/search/?api=1&query=White%20Odontologia%20Integrada%20-%20Liliane%20M.%20Vizzotto%20e%20Juliana%20M.%20Vizzotto&query_place_id=ChIJqfYVfzTk3JQRaaLcpy1qsEA","Clínica odontológica"
"Consultório de Odontologia, Ginecologia e Psicologia","5","2","R. Barão de Guaraúna, 648","Curitiba","Paraná","BR",,"+55 41 3092-9222","Centro médico",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20de%20Odontologia%2C%20Ginecologia%20e%20Psicologia&query_place_id=ChIJWeyn8iTk3JQR4mru9GJEmXE","Centro médico"
"Goya Odontologia e Estética","4.9","19","R. Manoel Padilha de Lima, 227","Curitiba","Paraná","BR",,"+55 41 3353-6355","Clínica odontológica","Centro estético",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Goya%20Odontologia%20e%20Est%C3%A9tica&query_place_id=ChIJqTxtSZfm3JQRifzI0WrZbN0","Clínica odontológica"
"Alessi Odontologia","4.8","23","Torre Neo Business - R. Heitor Stockler de França, 396 - Sala 1504","Curitiba","Paraná","BR","https://alessiodontologia.com.br/","+55 41 99685-6044","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Alessi%20Odontologia&query_place_id=ChIJ_xtpaVvj3JQRk5UzyWWtnIo","Clínica odontológica"
"Dra. Camille Broocke - Odontologia","5","19","Av. Anita Garibaldi, 2480 - loja 15","Curitiba","Paraná","BR","http://www.dracamillebroocke.com.br/","+55 41 3434-4343","Clínica odontológica","Dentista cosmético","Clínica de implante dentário","Centro de saúde e beleza","Cirurgião oral e maxilofacial","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Camille%20Broocke%20-%20Odontologia&query_place_id=ChIJz9HeF5Tm3JQRv-s2GcdWulA","Clínica odontológica"
"Odontologia - Giovana Gabardo","5","1","R. Augusto Severo, 309","Curitiba","Paraná","BR","https://www.instagram.com/p/CXHlaHjF_wi/?utm_medium=copy_link","+55 41 99564-7909","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20-%20Giovana%20Gabardo&query_place_id=ChIJ6dIMGyHk3JQRC8jriSih0kg","Cirurgião dentista"
"Barros Alves Odontologia","5","8","R. Mal. Hermes, 678 - Cj 11","Curitiba","Paraná","BR","http://www.barrosalves.com.br/","+55 41 3077-9797","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Ortodontista","Laboratório de prótese e órtese",,,,,,"https://www.google.com/maps/search/?api=1&query=Barros%20Alves%20Odontologia&query_place_id=ChIJmZ2yOx_k3JQRLJRZKEqX02E","Clínica odontológica"
"ODONTOLOGIA",,,"R. Riachuelo, 348A","Curitiba","Paraná","BR",,"",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ODONTOLOGIA&query_place_id=ChIJB5GajxPk3JQRhikLF-qI9Kc",
"Dentista Alto da XV",,,"Praça São Paulo da Cruz, 50","Curitiba","Paraná","BR","https://www.doctoralia.com.br/z/TUZXid","+55 41 99202-0808","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Alto%20da%20XV&query_place_id=ChIJQ8yksMXl3JQRUzV-KONU2bs","Dentista"
"Dra Vitoria Fregonese | Dentista no Ahú","5","12","Rua Marechal Mallet 313 | Consult. 04, R. Mal. Mallet, 313","Curitiba","PR","BR",,"+55 41 99854-7017","Dentista","Cirurgião dentista","Endodontista","Periodontista","Serviço de clareamento dental",,,,,,"https://www.google.com/maps/search/?api=1&query=Dra%20Vitoria%20Fregonese%20%7C%20Dentista%20no%20Ah%C3%BA&query_place_id=ChIJSUhTg5Dl3JQRn2i3Y87uCgI","Dentista"
"Odontologia Especializada Dra. Paula Cardoso","5","1","R. Estados Unidos, 788","Curitiba","Paraná","BR","http://drapaulacardoso.com.br/","+55 41 3023-1984","Clínica odontológica","Endodontista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Especializada%20Dra.%20Paula%20Cardoso&query_place_id=ChIJbbvSkNTl3JQRgjo2n-3E_RY","Clínica odontológica"
"Dentista Dra. Julia Caroline Telles",,,"Av. Manoel Ribas, 1473 - 1º andar","Curitiba","Paraná","BR",,"","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Dra.%20Julia%20Caroline%20Telles&query_place_id=ChIJPVnr-Wvj3JQR2yKM4FXqEM0","Dentista"
"Dr. Paulo Henrique Pires, Dentista","5","1","Av. João Gualberto, 1673 - sala 81","Curitiba","Paraná","BR","https://www.doctoralia.com.br/paulo-henrique-pires/dentista/curitiba?utm_source=google&utm_medium=gmb&utm_campaign=753681&utm_content=website","+55 41 99595-0825","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Paulo%20Henrique%20Pires%2C%20Dentista&query_place_id=ChIJTRPDp87l3JQRAMrpOxp53lg","Dentista"
"Seu Dentista",,,"Praça do Redentor, 722 - sala 01","Curitiba","Paraná","BR",,"+55 41 3149-6548","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Seu%20Dentista&query_place_id=ChIJhbmJNwXk3JQRQ00JtYv3-n0","Dentista"
"Dentista | Consultorio Odontológico Dr. Fabioneide Cândido",,,"R. Itupava, 701","Curitiba","Paraná","BR","https://drafabicandido.com.br/","+55 41 98838-4114","Ortodontista","Periodontia e implantes dentários","Serviço de clareamento dental",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20%7C%20Consultorio%20Odontol%C3%B3gico%20Dr.%20Fabioneide%20C%C3%A2ndido&query_place_id=ChIJbwsF6k3l3JQRl2nxVn4r_og","Ortodontista"
"Odontologia Dra. Daniela Presa","5","33","R. Mateus Leme, 2671","Curitiba","Paraná","BR","http://danipresaodonto.com.br/","+55 41 99623-4518","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Dra.%20Daniela%20Presa&query_place_id=ChIJxyZlVaTm3JQR2bqNCxajO-0","Clínica odontológica"
"Eduardo Daudt - Odontologia Estética Restauradora","5","1","R. Paulo Graeser Sobrinho, 362","Curitiba","Paraná","BR",,"+55 41 3338-7383","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Eduardo%20Daudt%20-%20Odontologia%20Est%C3%A9tica%20Restauradora&query_place_id=ChIJy2a4XgHk3JQRronYybrqf3U","Clínica odontológica"
"Jaworski Odontologia | Dr Mario Jaworski","5","6","R. Dias da Rocha Filho, 1399","Curitiba","Paraná","BR",,"+55 41 3086-2636","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jaworski%20Odontologia%20%7C%20Dr%20Mario%20Jaworski&query_place_id=ChIJo4hOWbPl3JQR50aUDlo4Lio","Clínica odontológica"
